,scientific_name,taxonomic_id,rank,organism_name_x,genome availability,salinity concentration/range(w/v),halotolerance classification,unnamed: 0_x,metasub_offa,metasub_new_york_city,metasub_rio_de_janeiro,metasub_fairbanks,metasub_porto,metasub_auckland,metasub_hamilton,metasub_sacramento,metasub_santiago,metasub_berlin,metasub_bogota,metasub_tokyo,metasub_ilorin,metasub_denver,metasub_lands_end,metasub_birmingham,metasub_newcastle,metasub_bury,metasub_eden,metasub_edinborough,metasub_jaywick,metasub_eastbourne,metasub_bradford,metasub_bristol,metasub_other_x,metasub_belfast,metasub_swansea,metasub_islington,metasub_kensington,metasub_cairngorm,metasub_pos_control,metasub_neg_control,metasub_london,metasub_kyiv,metasub_singapore,metasub_other_control,metasub_sao paulo,metasub_fukuoka,metasub_san francisco,metasub_taipei,metasub_yamaguchi,metasub_minneapolis,metasub_baltimore,metasub_brisbane,metasub_tsuruoka,metasub_san_francisco,metasub_sendai,metasub_antarctica,metasub_lisbon,metasub_doha,metasub_hong_kong,metasub_oslo,metasub_control_x,metasub_stockholm,metasub_paris,metasub_hanoi,metasub_sao_paulo,metasub_vienna,metasub_sofia,metasub_naples,metasub_marseille,metasub_seoul,metasub_st_louis,metasub_zurich,metasub_kuala_lumpur,metasub_barcelona,unnamed: 0_y,metasub_sub_saharan_africa,metasub_north_america,metasub_south_america,metasub_europe,metasub_oceania,metasub_east_asia,metasub_middle_east,unnamed: 0,metasub_wood,metasub_rubber,metasub_metal,metasub_leather,metasub_tile,metasub_other_y,metasub_plastic,metasub_glass,metasub_stainless steel,metasub_fabric,metasub_concrete,metasub_marble,metasub_marble-like,metasub_faux leather,metasub_(faux?) leather,metasub_bmat,metasub_carpet,metasub_metal and marble,metasub_vinyl,metasub_painted_metal,metasub_metal_plastic,metasub_granite,metasub_-,metasub_metal_wood,metasub_pvc,"metasub_metal, painted plastic, plastic",metasub_air control,metasub_air,metasub_positive control zymo,metasub_control air,metasub_negative control (air),metasub_metal/rubber,metasub_negative control,metasub_metal rubber,metasub_stone,metasub_polyester,metasub_touchscreen surface,metasub_skin,metasub_plaster,metasub_cloth,metasub_artificial fiber,metasub_copper wire,metasub_asbestos,metasub_rope,metasub_plastic wool like belt,metasub_tiles,metasub_paper,metasub_chair,metasub_plastic and glass,metasub_leather seat,metasub_positive control,metasub_water,metasub_ceramic,metasub_fake leather,metasub_control_y,metasub_metal/plastic,metasub_not identified,metasub_flesh,metasub_human hand,metasub_hand,metasub_metal with wooden handle,metasub_painted wood,metasub_seat,metasub_floor,metasub_glass rubber plastic,metasub_cement,metasub_synthetic leather,metasub_cell cover and screen,metasub_plastic and rubber,metasub_synthetic,metasub_formica,metasub_metal and formica,metasub_cell-phone screen and plastic cover,metasub_(probable) polypropylene fiber,metasub_pole,metasub_carpet fabric,virus tax id,virus name,virus lineage,refseq id,kegg genome,kegg disease,disease,host tax id,host name,host lineage,pmid,evidence,sample type,source organism,organism_name_y,gram_stain,gram_stain_citation,microbiome_location,microbiome_location_citation,antimicrobial_susceptibility,antimicrobial_susceptibility_citation,optimal_temperature,optimal_temperature_citation,extreme_environment,extreme_environment_citation,biofilm_forming,biofilm_forming_citation,optimal_ph,optimal_ph_citation,animal_pathogen,animal_pathogen_citation,spore_forming,spore_forming_citation,pathogenicity,pathogenicity_citation,plant_pathogen,non_null
33553,Saccharomyces cerevisiae,4932,species,Saccharomyces cerevisiae,complete genome,0.12,Moderate ,Saccharomyces cerevisiae,Fairly Observed,Mostly Observed,Always Observed,Mostly Observed,Mostly Observed,Rarely Observed,Never Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Mostly Observed,Fairly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Fairly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Rarely Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Mostly Observed,Mostly Observed,Mostly Observed,Saccharomyces cerevisiae,Fairly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Always Observed,Saccharomyces cerevisiae,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Rarely Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,198599.0,Saccharomyces 23S RNA narnavirus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Narnavirus",NC_004050,,,,4932.0,Saccharomyces cerevisiae,Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces,,UniProt,,,Saccharomyces cerevisiae,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,189
33554,Saccharomyces cerevisiae,4932,species,Saccharomyces cerevisiae,complete genome,0.12,Moderate ,Saccharomyces cerevisiae,Fairly Observed,Mostly Observed,Always Observed,Mostly Observed,Mostly Observed,Rarely Observed,Never Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Mostly Observed,Fairly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Fairly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Rarely Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Mostly Observed,Mostly Observed,Mostly Observed,Saccharomyces cerevisiae,Fairly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Always Observed,Saccharomyces cerevisiae,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Rarely Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,12450.0,Saccharomyces cerevisiae killer virus M1,Viruses; dsRNA viruses; unclassified dsRNA viruses,NC_001782,,,,4932.0,Saccharomyces cerevisiae,Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces,,"NCBI Virus, RefSeq, UniProt",,,Saccharomyces cerevisiae,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,189
33555,Saccharomyces cerevisiae,4932,species,Saccharomyces cerevisiae,complete genome,0.12,Moderate ,Saccharomyces cerevisiae,Fairly Observed,Mostly Observed,Always Observed,Mostly Observed,Mostly Observed,Rarely Observed,Never Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Mostly Observed,Fairly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Fairly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Rarely Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Mostly Observed,Mostly Observed,Mostly Observed,Saccharomyces cerevisiae,Fairly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Always Observed,Saccharomyces cerevisiae,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Rarely Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,11008.0,Saccharomyces cerevisiae virus L-A,Viruses; dsRNA viruses; Totiviridae; Totivirus,NC_003745,,,,4932.0,Saccharomyces cerevisiae,Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces,,UniProt,,,Saccharomyces cerevisiae,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,189
33556,Saccharomyces cerevisiae,4932,species,Saccharomyces cerevisiae,complete genome,0.12,Moderate ,Saccharomyces cerevisiae,Fairly Observed,Mostly Observed,Always Observed,Mostly Observed,Mostly Observed,Rarely Observed,Never Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Mostly Observed,Fairly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Fairly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Rarely Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Mostly Observed,Mostly Observed,Mostly Observed,Saccharomyces cerevisiae,Fairly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Always Observed,Saccharomyces cerevisiae,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Rarely Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,42478.0,Saccharomyces cerevisiae virus L-BC (La),Viruses; dsRNA viruses; Totiviridae; Totivirus,NC_001641,,,,4932.0,Saccharomyces cerevisiae,Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces,,"NCBI Virus, RefSeq, UniProt",,,Saccharomyces cerevisiae,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,189
33557,Saccharomyces cerevisiae,4932,species,Saccharomyces cerevisiae,complete genome,0.12,Moderate ,Saccharomyces cerevisiae,Fairly Observed,Mostly Observed,Always Observed,Mostly Observed,Mostly Observed,Rarely Observed,Never Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Mostly Observed,Fairly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Fairly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Rarely Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Mostly Observed,Mostly Observed,Mostly Observed,Saccharomyces cerevisiae,Fairly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Always Observed,Saccharomyces cerevisiae,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Rarely Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,114871.0,Zygosaccharomyces bailii virus Z,Viruses; dsRNA viruses; Amalgaviridae; unclassified Amalgaviridae,NC_003874,,,,4932.0,Saccharomyces cerevisiae,Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces,,Literature,,,Saccharomyces cerevisiae,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,189
34486,Thyronectria obscura,1491455,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444002.0,TT virus sle1931,Viruses; ssDNA viruses; Anelloviridae; unclassified Anelloviridae; Torque teno virus; TT virus sle,AM712003,,,,1491455.0,Thyronectria obscura,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Thyronectria,,,,,,,,,,,,,,,,,,,,,,,,,,,10
34487,Thyronectria obscura,1491455,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444003.0,TT virus sle1932,Viruses; ssDNA viruses; Anelloviridae; unclassified Anelloviridae; Torque teno virus; TT virus sle,AM712004,,,,1491455.0,Thyronectria obscura,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Thyronectria,,,,,,,,,,,,,,,,,,,,,,,,,,,10
34488,Thyronectria obscura,1491455,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443975.0,TT virus sle1957,Viruses; ssDNA viruses; Anelloviridae; unclassified Anelloviridae; Torque teno virus; TT virus sle,AM711976,,,,1491455.0,Thyronectria obscura,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Thyronectria,,,,,,,,,,,,,,,,,,,,,,,,,,,10
34489,Thyronectria obscura,1491455,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444029.0,TT virus sle2057,Viruses; ssDNA viruses; Anelloviridae; unclassified Anelloviridae; Torque teno virus; TT virus sle,AM712030,,,,1491455.0,Thyronectria obscura,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Thyronectria,,,,,,,,,,,,,,,,,,,,,,,,,,,10
34490,Thyronectria obscura,1491455,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444030.0,TT virus sle2058,Viruses; ssDNA viruses; Anelloviridae; unclassified Anelloviridae; Torque teno virus; TT virus sle,AM712031,,,,1491455.0,Thyronectria obscura,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Thyronectria,,,,,,,,,,,,,,,,,,,,,,,,,,,10
34491,Thyronectria obscura,1491455,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444032.0,TT virus sle2061,Viruses; ssDNA viruses; Anelloviridae; unclassified Anelloviridae; Torque teno virus; TT virus sle,AM712033,,,,1491455.0,Thyronectria obscura,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Thyronectria,,,,,,,,,,,,,,,,,,,,,,,,,,,10
34492,Thyronectria obscura,1491455,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444033.0,TT virus sle2065,Viruses; ssDNA viruses; Anelloviridae; unclassified Anelloviridae; Torque teno virus; TT virus sle,AM712034,,,,1491455.0,Thyronectria obscura,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Thyronectria,,,,,,,,,,,,,,,,,,,,,,,,,,,10
34493,Thyronectria obscura,1491455,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444031.0,TT virus sle2072,Viruses; ssDNA viruses; Anelloviridae; unclassified Anelloviridae; Torque teno virus; TT virus sle,AM712032,,,,1491455.0,Thyronectria obscura,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Thyronectria,,,,,,,,,,,,,,,,,,,,,,,,,,,10
34508,Erysiphe necator,52586,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052561.0,Erysiphe necator mitovirus 1,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",NC_037054,,,,52586.0,Erysiphe necator,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Erysiphales; Erysiphaceae; Erysiphe,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
34509,Erysiphe necator,52586,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052562.0,Erysiphe necator mitovirus 2,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",NC_037055,,,,52586.0,Erysiphe necator,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Erysiphales; Erysiphaceae; Erysiphe,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
34510,Erysiphe necator,52586,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052563.0,Erysiphe necator mitovirus 3,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",NC_037056,,,,52586.0,Erysiphe necator,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Erysiphales; Erysiphaceae; Erysiphe,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
36052,Fusarium graminearum,5518,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060778.0,Fusarium graminearum alternavirus 1,Viruses; unclassified viruses,"NC_036596, NC_036601",,,,5518.0,Fusarium graminearum,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium sambucinum species complex,,"NCBI Virus, RefSeq",,,Fusarium graminearum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33
36053,Fusarium graminearum,5518,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872710.0,Fusarium graminearum deltaflexivirus 1,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Deltaflexiviridae; Deltaflexivirus; Fusarium deltaflexivirus 1",NC_030654,,,,5518.0,Fusarium graminearum,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium sambucinum species complex,,RefSeq,,,Fusarium graminearum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33
36054,Fusarium graminearum,5518,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194397.0,Fusarium graminearum dsRNA mycovirus-1,Viruses; dsRNA viruses; unclassified dsRNA viruses,NC_006937,,,,5518.0,Fusarium graminearum,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium sambucinum species complex,,"NCBI Virus, RefSeq",,,Fusarium graminearum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33
