scientific_name,taxonomic_id,rank,animal_pathogen,antimicrobial_susceptibility,biofilm_forming,extreme_environment,genome_availability,gram_stain,halotolerance_classification,host_lineage,host_name,human_pathogen,kegg_genome,metasub_(faux?)_leather,metasub_(probable)_polypropylene_fiber,metasub_-,metasub_air,metasub_air_control,metasub_amaguchi,metasub_antarctica,metasub_artificial_fiber,metasub_asbestos,metasub_auckland,metasub_baltimore,metasub_barcelona,metasub_belfast,metasub_berlin,metasub_birmingham,metasub_bmat,metasub_bogota,metasub_bradford,metasub_brisbane,metasub_bristol,metasub_bury,metasub_cairngorm,metasub_carpet,metasub_carpet_fabric,metasub_cell-phone_screen_and_plastic_cover,metasub_cell_cover_and_screen,metasub_cement,metasub_ceramic,metasub_chair,metasub_cloth,metasub_concrete,metasub_control_air,metasub_copper_wire,metasub_denver,metasub_doha,metasub_east_asia,metasub_eastbourne,metasub_eden,metasub_edinborough,metasub_europe,metasub_fabric,metasub_fairbanks,metasub_fake_leather,metasub_faux_leather,metasub_flesh,metasub_floor,metasub_formica,metasub_fukuoka,metasub_glass,metasub_glass_rubber_plastic,metasub_granite,metasub_hamilton,metasub_hand,metasub_hanoi,metasub_hong_kong,metasub_human_hand,metasub_ilorin,metasub_islington,metasub_jaywick,metasub_kensington,metasub_kuala_lumpur,metasub_kyiv,metasub_lands_end,metasub_leather,metasub_leather_seat,metasub_lisbon,metasub_london,metasub_marble,metasub_marble-like,metasub_marseille,metasub_metal,metasub_metal/plastic,metasub_metal/rubber,metasub_metal__painted_plastic__plastic,metasub_metal_and_formica,metasub_metal_and_marble,metasub_metal_plastic,metasub_metal_rubber,metasub_metal_with_wooden_handle,metasub_metal_wood,metasub_middle_east,metasub_minneapolis,metasub_naples,metasub_neg_control,metasub_negative_control,metasub_negative_control_(air),metasub_new_ork_city,metasub_newcastle,metasub_north_america,metasub_oceania,metasub_offa,metasub_oslo,metasub_other_control,metasub_painted_metal,metasub_painted_wood,metasub_paper,metasub_paris,metasub_plaster,metasub_plastic,metasub_plastic_and_glass,metasub_plastic_and_rubber,metasub_plastic_wool_like_belt,metasub_pole,metasub_polyester,metasub_porto,metasub_pos_control,metasub_positive_control,metasub_positive_control_zymo,metasub_pvc,metasub_rio_de_janeiro,metasub_rope,metasub_rubber,metasub_sacramento,metasub_santiago,metasub_seat,metasub_sendai,metasub_seoul,metasub_singapore,metasub_skin,metasub_sofia,metasub_south_america,metasub_st_louis,metasub_stainless_steel,metasub_stockholm,metasub_stone,metasub_sub_saharan_africa,metasub_swansea,metasub_synthetic,metasub_synthetic_leather,metasub_taipei,metasub_tile,metasub_tiles,metasub_tokyo,metasub_touchscreen_surface,metasub_tsuruoka,metasub_vienna,metasub_vinyl,metasub_water,metasub_wood,metasub_zurich,optimal_ph,optimal_temperature,pathogenicity,plant_pathogen,salinity_concentration/range(w/v),spore_forming,virus_lineage,virus_name
Ceratorhiza oryzae-sativae,63189,species,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Ceratobasidiaceae; Ceratorhiza,Ceratorhiza oryzae-sativae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",Rhizoctonia oryzae-sativae mitovirus 1
Chaetomium globosum,38033,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,32.5,0.0,Maybe Not,,Always,,
Chondrostereum purpureum,58369,species,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Schizophyllaceae; Chondrostereum,Chondrostereum purpureum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Partitiviridae; Alphapartitivirus,Chondrostereum purpureum cryptic virus 1
Chytridiomycetes,451435,class,,,,,,,,Eukaryota; Fungi; Chytridiomycota,Chytridiomycetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; ssRNA viruses; ssRNA negative-strand viruses; Negarnaviricota; Haploviricotina; Milneviricetes; Serpentovirales; Aspiviridae; Ophiovirus; Blueberry mosaic associated ophiovirus,Blueberry mosaic associated virus
Cladosporium cladosporioides,29917,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetidae; Capnodiales; Cladosporiaceae; Cladosporium,Cladosporium cladosporioides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; unclassified viruses,Cladosporium cladosporioides virus 1
Clavispora lusitaniae,36911,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,37.0,0.0,Maybe Not,,Always,,
Clitocybe odora,181985,species,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Tricholomataceae; Clitocybe,Clitocybe odora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",Clitocybe odora virus
Coccidioides immitis,5501,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,31.0,0.0,Maybe Not,,Always,,
Coccidioides posadasii,199306,species,Sometimes,Maybe Not,Never,Extremophile,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Always,,
Colletotrichum fructicola,690256,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Glomerellales; Glomerellaceae; Colletotrichum,Colletotrichum fructicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Chrysoviridae; Chrysovirus; unclassified Chrysovirus,Colletotrichum fructicola chrysovirus 1
Colletotrichum higginsianum,80884,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Glomerellales; Glomerellaceae; Colletotrichum,Colletotrichum higginsianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; unclassified dsRNA viruses,Colletotrichum higginsianum non-segmented dsRNA virus 1
Coprinopsis cinerea,5346,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,37.0,0.0,Sometimes,,Always,,
Cordyceps javanica,43265,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Cordycipitaceae; Cordyceps,Cordyceps javanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Chrysoviridae; Chrysovirus; unclassified Chrysovirus,Isaria javanica chrysovirus 1
Cronartium ribicola,27354,species,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Pucciniomycetes; Pucciniales; Cronartiaceae; Cronartium,Cronartium ribicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus","Cronartium ribicola mitovirus 4, Cronartium ribicola mitovirus 5, Cronartium ribicola mitovirus 2, Cronartium ribicola mitovirus 3, Cronartium ribicola mitovirus 1"
Cryphonectria,5115,genus,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Diaporthales; Cryphonectriaceae,Cryphonectria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Hypoviridae; Hypovirus; Cryphonectria hypovirus 2,Cryphonectria hypovirus 2-NB58
Cryphonectria nitschkei,187221,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Diaporthales; Cryphonectriaceae; Cryphonectria,Cryphonectria nitschkei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Chrysoviridae; Chrysovirus,Cryphonectria nitschkei chrysovirus 1
Cryphonectria parasitica,5116,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Diaporthales; Cryphonectriaceae; Cryphonectria,Cryphonectria parasitica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; dsRNA viruses; Hypoviridae; Hypovirus, Viruses; dsRNA viruses; Reoviridae; Spinareovirinae; Mycoreovirus, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; Cryphonectria mitovirus 1, Viruses; dsRNA viruses; unclassified dsRNA viruses, Viruses; dsRNA viruses; Reoviridae; Spinareovirinae; Mycoreovirus; Mycoreovirus 2","Cryphonectria parasitica mitovirus 1-NB631, Mycoreovirus 1, Cryphonectria hypovirus 1, Cryphonectria parasitica mycoreovirus 2 (C18), Cryphonectria hypovirus 4, Cryphonectria hypovirus 3, Cryphonectria hypovirus 2, Cryphonectria parasitica bipartite mycovirus 1"
Cryptococcus neoformans,5207,species,Sometimes,Sometimes,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Always,,
Curvularia protuberata,671092,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Curvularia,Curvularia protuberata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; unclassified dsRNA viruses,Curvularia thermal tolerance virus
Cytospora ceratosperma,1928361,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Diaporthales; Valsaceae; Cytospora,Cytospora ceratosperma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Hypoviridae; Hypovirus; unclassified Hypovirus,Valsa ceratosperma hypovirus 1
Debaryomyces hansenii,4959,species,Maybe Not,Maybe Not,Never,Extremophile,complete genome,Negative,Extreme,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,38.5,0.0,Maybe Not,0.24,Always,,
Debaryomyces subglobosus,522693,species,,,,,no,,Moderate\xc2\xa0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22% - 24%,,,
Debaryomyces tyrocola,522358,species,,,,,no,,Moderate\xc2\xa0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,
Diaporthe ambigua,73123,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Diaporthales; Diaporthaceae; Diaporthe,Diaporthe ambigua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; unclassified ssRNA positive-strand viruses",Diaporthe ambigua RNA virus 1
Diaporthe longicolla,54899,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Diaporthales; Diaporthaceae; Diaporthe,Diaporthe longicolla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; unclassified Narnaviridae, Viruses; dsRNA viruses; Hypoviridae; Hypovirus; unclassified Hypovirus","Phomopsis longicolla hypovirus, Phomopsis longicolla RNA virus 1"
Diplocarpon rosae,946125,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Dermateaceae; Diplocarpon,Diplocarpon rosae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Partitiviridae; Gammapartitivirus,Penicillium stoloniferum virus S
Diplodia sapinea,66738,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Botryosphaeriales; Botryosphaeriaceae; Diplodia,Diplodia sapinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Totiviridae; Victorivirus,"Sphaeropsis sapinea RNA virus 1, Sphaeropsis sapinea RNA virus 2"
Diplodia scrobiculata,280322,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Botryosphaeriales; Botryosphaeriaceae; Diplodia,Diplodia scrobiculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; unclassified dsRNA viruses,Diplodia scrobiculata RNA virus 1
Discula destructiva,148313,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Diaporthales; Gnomoniaceae; Discula,Discula destructiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Partitiviridae; Gammapartitivirus,"Discula destructiva virus 1, Discula destructiva virus 2"
Encephalitozoon cuniculi,6035,species,Sometimes,Sometimes,Never,Mesophiles,,Positive,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Always,,
Encephalitozoon hellem,27973,species,Sometimes,Sometimes,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Always,,
Encephalitozoon intestinalis,58839,species,Sometimes,Sometimes,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Always,,
Endoconidiophora polonica,1580850,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Microascales; Ceratocystidaceae; Endoconidiophora,Endoconidiophora polonica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus; Ceratocystis resinifera virus 1,Ceratocystis polonica partitivirus
Endoconidiophora resinifera,1580851,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Microascales; Ceratocystidaceae; Endoconidiophora,Endoconidiophora resinifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus,Ceratocystis resinifera virus 1
Enterocytozoon bieneusi,31281,species,Sometimes,Sometimes,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Always,,
Epichloe festucae,35717,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Clavicipitaceae; Epichloe,Epichloe festucae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Totiviridae; Victorivirus,Epichloe festucae virus 1
Eremothecium cymbalariae,45285,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Always,,
Eremothecium gossypii,33169,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,Never Observed,Always Observed,Rarely Observed,Never Observed,Never Observed,Rarely Observed,Rarely Observed,Never Observed,Never Observed,Rarely Observed,Rarely Observed,Rarely Observed,Never Observed,Fairly Observed,Never Observed,Always Observed,Mostly Observed,Never Observed,Rarely Observed,Never Observed,Never Observed,Never Observed,Mostly Observed,Never Observed,Never Observed,Never Observed,Rarely Observed,Never Observed,Never Observed,Never Observed,Rarely Observed,Never Observed,Always Observed,Rarely Observed,Rarely Observed,Rarely Observed,Never Observed,Never Observed,Never Observed,Rarely Observed,Never Observed,Rarely Observed,Never Observed,Never Observed,Always Observed,Never Observed,Never Observed,Never Observed,Rarely Observed,Always Observed,Rarely Observed,Rarely Observed,Never Observed,Fairly Observed,Rarely Observed,Fairly Observed,Fairly Observed,Never Observed,Never Observed,Never Observed,Rarely Observed,Fairly Observed,Never Observed,Rarely Observed,Always Observed,Never Observed,Rarely Observed,Never Observed,Never Observed,Never Observed,Rarely Observed,Never Observed,Never Observed,Always Observed,Never Observed,Never Observed,Rarely Observed,Never Observed,Always Observed,Rarely Observed,Rarely Observed,Rarely Observed,Rarely Observed,Never Observed,Never Observed,Never Observed,Rarely Observed,Never Observed,Rarely Observed,Rarely Observed,Rarely Observed,Fairly Observed,Never Observed,Fairly Observed,Always Observed,Never Observed,Never Observed,Never Observed,Rarely Observed,Always Observed,Never Observed,Always Observed,Never Observed,Rarely Observed,Rarely Observed,Never Observed,Never Observed,Never Observed,Rarely Observed,Fairly Observed,Always Observed,Rarely Observed,Fairly Observed,Fairly Observed,Always Observed,Never Observed,Rarely Observed,Fairly Observed,Rarely Observed,Rarely Observed,Fairly Observed,Never Observed,Rarely Observed,Rarely Observed,Rarely Observed,Fairly Observed,Never Observed,Never Observed,Never Observed,Rarely Observed,Never Observed,Rarely Observed,Rarely Observed,Never Observed,Fairly Observed,Rarely Observed,Fairly Observed,Never Observed,Rarely Observed,Rarely Observed,0.0,0.0,0.0,Sometimes,,Always,,
Erysiphe necator,52586,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Erysiphales; Erysiphaceae; Erysiphe,Erysiphe necator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus","Erysiphe necator mitovirus 1, Erysiphe necator mitovirus 3, Erysiphe necator mitovirus 2"
Erysiphe palczewskii,693891,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Erysiphales; Erysiphaceae; Erysiphe,Erysiphe palczewskii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Partitiviridae; unclassified Partitiviridae,Sophora japonica powdery mildew-associated partitivirus
