Genus,Atacama.Desert...ID.10360,Hawaii.Volcanic.Soil...ID.1579,Panama.Soil...ID.1716,Canadian.MetaMicrobiome...ID.632,Serpentinite.Hosted.Microbiome...ID.713,Polluted.Polar.Coastal.Sediments...ID.1198,McMurdo.Lakes...ID.638,Great.Lake.Microbiome...ID.1041,Global.Coral.Microbiome.Project...ID.10895,Tara.Counts,Vulcano.Counts,Polar.Counts,Phyllo.Counts,Panama.Counts,Lakes.Counts,Hawaii.Counts,Costa.Counts,Air.Counts,Arabic.Counts,Thar.Counts,Antarctic.Counts
Blastobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Blastocatella,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
Blastochloris,0,0,0,0,33,0,0,0,0,17,0,0,0,0,0,12,0,0,0,0,5
Blastococcus,0,0,0,0,0,0,0,0,0,127,0,17,0,0,4,0,0,0,0,35,269
Blastocystis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blastomonas,0,0,0,0,16,0,0,0,0,781,0,0,0,2,6,0,0,3,0,0,53
Blastopirellula,2,10,1,0,269,0,0,0,0,2213,0,0,0,0,0,0,0,0,0,0,0
Blautia,0,1,0,1,1,0,0,1,0,255,0,55,13,0,9,0,0,1,0,0,1
Blvii28,0,0,0,0,0,0,0,0,0,0,0,3536,0,0,3,24588,0,0,0,0,0
Blvii28 wastewater-sludge group,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Bogoriella,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Bombiscardovia,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Bordetella,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Bosea,0,0,0,0,273,0,1,0,1,240,0,5,8,6,15,4,59,0,44,0,45
Botryotinia,0,0,0,2,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bowmanella,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0
Brachybacterium,0,5,0,0,2,0,1,0,0,121,0,3,17,0,7,47,0,0,0,0,21
Brachymonas,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
Brachyspira,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bracteacoccus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradyrhizobium,3,1,1,0,652,0,2,0,0,253,8,4,21,116,2,91,28,0,1,11,529
Brasilonema,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Brassica,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brenneria,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Brevibacillus,4,4,3,1,198,0,0,1,1,1,1,6,13,14,3,0,13,0,3,20,54
Brevibacterium,0,1,0,0,12,0,0,0,0,734,2,8,68,2,3,798,1,4,0,0,11
Brevinema,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brevundimonas,0,0,0,0,8,0,0,0,0,384,0,4,7,1,230,4,0,2,0,1,257
Brochothrix,0,0,0,1,4,0,0,1,0,22,5,0,0,0,10,0,0,0,0,0,0
Brownia,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7962,0,0,0,0,0
Brucella,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
Brumimicrobium,0,0,0,0,0,0,0,0,0,273,0,15,0,0,0,0,0,0,0,0,17
Bryobacter,0,0,0,0,0,0,0,0,0,42,0,247,0,0,0,6,7,0,0,0,1194
Bryocella,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,3,0,0,0,0,0
Bryopsis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BSV43,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Buchnera,1,1,0,0,43,0,0,0,1,0,8,4,978,0,0,23,0,0,0,0,1
Budvicia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bulleidia,0,2,2,0,50,2,0,0,0,0,0,8,0,0,1,140492,0,0,0,0,0
Burkholderia,2,33,37,0,1738,0,1,0,6,218,38,295,734,1671,5,6,47,68,3,41,602
Buttiauxella,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Butyricicoccus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butyricimonas,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Butyrivibrio,0,0,0,0,1,0,0,0,0,53,0,3,2,0,0,6,0,0,0,0,0
Buxus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Byssovorax,0,0,0,0,0,0,0,0,0,11,0,1,0,80,1,0,5,0,1,0,12
C1_B004,0,0,0,0,0,0,0,0,0,0,0,10725,0,0,0,0,0,0,0,0,0
C1-B045,0,0,0,0,0,0,0,0,0,732,0,0,0,0,0,0,0,0,0,0,0
C39,0,0,0,0,0,0,0,0,0,0,0,266,0,1,0,81,0,0,0,41,210
Cabomba,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caedibacter,0,0,2,0,12,0,0,0,0,233,0,2,0,0,0,0,0,0,0,0,0
Caenimonas,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Caenispirillum,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Caenorhabditis,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caldanaerobacter,0,4,2,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caldanaerocella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Caldicellulosiruptor,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caldicoprobacter,0,0,0,0,0,0,0,0,0,1,0,2076,1,0,0,33,0,0,0,0,16
Caldilinea,0,0,0,0,0,0,0,0,0,0,0,352,0,4,0,0,0,0,3,2,5
Caldithrix,0,0,0,0,0,0,0,0,0,89,0,2,0,0,0,0,0,0,0,0,0
Caloramator,0,0,0,0,1,0,0,0,0,0,3,26,18,7,7,0,4,1,0,0,1
Caloranaerobacter,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Calothrix,0,0,0,0,16,0,0,0,0,27,1,3,0,0,0,0,0,0,0,0,0
Calypogeia,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caminicella,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Campylobacter,0,0,0,1,0,1,0,1,0,71,1,3,1,0,35,0,0,0,0,0,1
Candidatus Accumulibacter,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,1,0,0,0,1,88
Candidatus Allobeggiatoa,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0
Candidatus Alysiosphaera,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Candidatus Amoebophilus,0,0,0,0,0,0,0,0,0,58,0,27,0,0,0,0,2,0,0,9,40
Candidatus Ancillula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Candidatus Aquiluna,0,0,0,0,0,0,0,0,0,212,0,13,1,0,5,15,0,0,0,0,126384
Candidatus Aquirestis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Candidatus Arthromitus,0,0,0,0,0,0,0,0,0,0,0,4,8,0,8,0,0,0,0,0,0
Candidatus Azobacteroides,0,0,0,0,0,0,0,0,0,4,0,33,0,1,0,0,0,0,0,0,1
Candidatus Bacilloplasma,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Candidatus Baumannia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Candidatus Blochmannia,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0
Candidatus Branchiomonas,0,0,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,0,0,0,0,0
Candidatus Brocadia,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
Candidatus Captivus,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0
Candidatus Cardinium,0,0,0,0,0,0,0,0,0,0,0,1,0,0,132,8,0,0,0,0,0
Candidatus Chloracidobacterium,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0
Candidatus Chlorothrix,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
Candidatus Cloacamonas,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Candidatus Cryptoprodotis,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
Candidatus Curculioniphilus,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Candidatus Desulforudis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Candidatus Endobugula,0,0,0,0,0,0,0,0,0,880,12,175,0,0,0,0,0,0,0,0,39
Candidatus Endoecteinascidia,0,0,0,0,0,0,0,0,0,2849,0,0,0,0,0,0,0,0,0,0,0
Candidatus Entotheonella,0,0,0,0,0,0,0,0,0,37,7,10,0,0,0,0,0,0,0,0,0
Candidatus Fritschea,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0
Candidatus Glomeribacter,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Candidatus Hamiltonella,0,0,0,0,0,0,0,0,0,3,0,0,148,0,0,0,0,0,0,0,0
Candidatus Hepatincola,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
Candidatus Hepatoplasma,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0
Candidatus Ishikawaella,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Candidatus Isobeggiatoa,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Candidatus Jettenia,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Candidatus Koribacter,0,0,0,0,0,0,0,0,0,2,113,273,13,7189,14,3,841,0,583,145,1849
Candidatus Liberibacter,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Candidatus Limnoluna,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Candidatus Magnetananas,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Candidatus Maribeggiatoa,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Candidatus Marithrix,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Candidatus Metachlamydia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Candidatus Methanomethylophilus,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0
Candidatus Methanoregula,0,0,0,0,0,0,0,0,0,0,15,583,40,1,0,5,0,0,0,1,0
Candidatus Methylacidiphilum,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Candidatus Methylomirabilis,0,0,0,0,0,0,0,0,0,2,0,1,0,0,25,0,0,0,0,0,0
Candidatus Microthrix,0,0,0,0,0,0,0,0,0,914,0,28,0,0,0,0,0,0,1,0,0
Candidatus Nitrosoarchaeum,0,0,0,0,0,0,0,0,0,1388,0,0,0,0,0,0,0,0,0,0,0
Candidatus Nitrosopumilus,0,0,0,0,0,0,0,0,0,6888,0,0,0,0,0,0,0,0,0,0,0
Candidatus Nitrososphaera,0,0,0,0,0,0,0,0,0,0,107,97,0,3365,15,3,0,0,0,1180,15945
Candidatus Nitrotoga,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
Candidatus Odyssella,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0
Candidatus Parabeggiatoa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Candidatus Parvarchaeum,0,0,0,0,0,0,0,0,0,1518,0,0,0,0,0,0,0,0,0,0,0
Candidatus Pelagibacter,0,0,0,0,0,0,0,0,0,246026,0,0,0,0,0,0,0,0,0,0,0
Candidatus Phytoplasma,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
Candidatus Planktoluna,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
Candidatus Portiera,0,0,0,0,0,0,0,0,0,0,8183,9933,0,0,21,1,8,0,10,0,101456
Candidatus Protochlamydia,0,0,0,0,0,0,0,0,0,4,1,240,1,2,0,0,0,0,0,5,148
Candidatus Puniceispirillum,0,0,0,0,0,0,0,0,0,3360,0,0,0,0,0,0,0,0,0,0,0
Candidatus Regiella,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Candidatus Rhabdochlamydia,0,0,0,0,0,0,0,0,0,47,2,315,0,6,14,60,0,0,0,1,8
Candidatus Rhodoluna,0,0,0,0,0,0,0,0,0,4,79,1012,688,0,290,0,0,0,0,1,1943
Candidatus Scalindua,0,0,0,0,0,0,0,0,0,30440,0,142,0,0,0,0,0,0,0,0,3
Candidatus Schneideria,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Candidatus Solibacter,0,0,0,0,0,0,0,0,0,30,320,210,26,6431,4164,66,745,0,737,1089,9587
Candidatus Stammerula,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Candidatus Sulcia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Candidatus Tammella,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Candidatus Thiobios,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0
Candidatus Thiophysa,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Candidatus Tremblaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Candidatus Uzinura,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Candidatus Vesicomyosocius,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Candidatus Vidania,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Candidatus Xiphinematobacter,0,0,0,0,0,0,0,0,0,1,210,13555,46,1440,52901,0,58,0,1,1,191533
CandidatusAccumulibacter,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusAmoebophilus,20,102,46,25,11801,46,35,25,57,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusArthromitus,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusBlochmannia,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusCardinium,0,1,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusCurculioniphilus,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusDesulforudis,1,2,0,0,563,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusEndobugula,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusKoribacter,17,191,117,1,23656,3,18,1,20,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusKuenenia,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusMagnetobacterium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusMidichloria,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusNitrosocaldus,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusNitrososphaera,1,7,4,0,3761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusOdyssella,4,5,2,11,518,1,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusPhytoplasma,0,6,0,0,3724,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusPortiera,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusProtochlamydia,1,4,0,0,50,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusRegiella,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusRhodoluna,0,0,0,6,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusRiesia,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusSolibacter,18,100,67,0,9723,4,31,0,36,0,0,0,0,0,0,0,0,0,0,0,0
CandidatusSulcia,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidimonas,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Canella,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capnocytophaga,0,0,0,1,3,0,2,1,0,268,0,4,0,0,16,2744,0,0,0,0,22
Capronia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carboxydocella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carboxydothermus,1,2,0,0,123,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cardiobacterium,0,0,0,0,7,0,0,0,0,84,0,0,0,0,2,0,0,0,0,0,0
Carica,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,3,0,0,2,1
Carludovica,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,0,0,1,0
Carnimonas,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0
Carnobacterium,0,0,0,2,3,0,0,2,0,13,11,2016,0,0,14,0,0,2,0,0,0
Castellaniella,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Catellatospora,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,2,34,212
Catelliglobosispora,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Catenibacterium,0,0,0,0,0,3,0,0,0,38,0,36,0,0,1,0,0,0,0,0,0
Catenococcus,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0
Catenovulum,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0
Catenulispora,0,5,6,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Catenuloplanes,1,0,2,0,58,0,0,0,0,0,0,0,0,2,0,7,0,0,0,5,0
Catonella,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0
Caulobacter,0,0,0,3,790,0,0,3,0,157,24,0,64,8,65,4,0,0,12,1,1
CB31G03,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
cc_115,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Celeribacter,0,0,0,0,0,0,0,0,0,151,1,1111,0,0,0,1,0,0,0,0,378
Celerinatantimonas,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Cellulomonas,0,0,0,0,53,0,1,0,0,32,4,124,182,22,6,4,5,2,9,406,2787
Cellulophaga,0,0,0,0,3,2,3,0,0,32,0,678,0,0,0,0,0,0,0,0,11606
Cellulosilyticum,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cellulosimicrobium,0,0,0,0,17,0,0,0,0,1,0,17,0,2,0,18,1,12,0,17,10
Cellvibrio,0,0,0,0,1,0,0,0,0,121,16,153,0,16,32,0,0,0,1,0,1773
Cenarchaeum,0,0,0,0,0,0,0,0,0,2081,0,0,0,0,0,0,0,0,0,0,0
Cenococcum,0,0,1,0,26,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Cephalotaxus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cerasicoccus,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0
Cesiribacter,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Cetobacterium,0,0,0,0,0,0,0,0,0,26,4,2,16,0,0,0,0,0,0,0,0
CF231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CF-26,0,0,0,0,0,0,0,0,0,0,52,5,0,0,0,0,0,0,0,0,0
Chaetoceros,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaetosphaeridium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamaesiphon,0,0,0,0,9,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
Cheilymenia,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelativorans,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2
Chelatococcus,0,0,0,0,23,0,0,0,0,16,0,0,0,6,0,3,0,0,0,6,216
Chelonobacter,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Chilodonella,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chimonanthus,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chitinibacter,0,0,0,0,0,0,0,0,0,3,0,103,0,0,0,130,0,0,0,0,1
Chitinilyticum,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chitinimonas,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0,0,0,0,0
Chitiniphilus,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,36,0
Chitinophaga,7,5,0,2,1803,0,11,2,0,9,6,70,2,91,2,0,10,0,103,54,2620
Chlamydomonas,0,0,0,0,22,0,3,0,0,0,1,211,0,0,0,8,0,0,1,0,0
Chlamydophila,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlorella,0,1,0,5,351,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0
Chlorobaculum,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlorobium,0,0,0,0,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Chlorochromatium,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Chlorococcum,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chloroflexus,0,0,12,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Chloroherpeton,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chloronema,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,5,55
Choanephora,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chondromyces,5,0,1,0,103,0,0,0,0,0,0,12,2,18,0,2,0,0,0,47,1
Christensenella,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Chromatium,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Chromatocurvus,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
Chromobacterium,0,0,3,0,6,0,0,0,0,0,0,14,0,93,0,0,1,0,0,3,2
Chromohalobacter,0,0,0,0,24,0,0,0,0,1731,0,0,0,0,0,0,0,0,0,0,0
Chroococcidiopsis,0,0,0,0,2,0,0,0,0,15,0,35,4,0,0,0,0,0,0,0,0
Chroococcus,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Chroodactylon,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chryseobacterium,0,8,3,4,470,1,0,4,2,102,3,7017,133,16,81,0,2,4,1,2,107
Chryseomicrobium,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
Chrysiogenes,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrysochromulina,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chthoniobacter,41,40,7,28,16163,20,30,28,29,10,90,345,0,183,2236,0,7,0,1,40,10233
Chthonomonas,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,56
Chungangia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cistus,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citreicella,0,0,0,0,0,0,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0
Citreimonas,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
Citricoccus,0,0,0,0,0,0,0,0,0,4,0,0,18,0,0,707,0,0,0,532,69
Citrobacter,0,0,0,0,0,0,0,0,0,22,0,1,1,0,0,12,0,17,0,0,18
Citromicrobium,1,7,5,1,204,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Citrullus,0,0,0,0,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CL500-29 marine group,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0
CL500-3,0,0,0,0,0,0,0,0,0,2106,0,0,0,0,0,0,0,0,0,0,0
Cladosporium,0,0,0,1,30,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Clavaria,2,3,1,0,322,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Clavibacter,0,0,0,0,0,0,0,0,0,14,3,475,3,0,1,0,0,0,1,233,547
Clavisporangium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,1
Cloacibacillus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cloacibacterium,0,0,0,0,0,0,0,0,0,24,0,34,170,5,26,0,0,283,0,0,7
Clonothrix,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closteriopsis,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridiisalibacter,0,0,0,0,0,0,0,0,0,4,0,6,1,0,0,0,0,0,0,0,0
Clostridium,6,165,18,26,943,73,16,26,81,926,24,16795,101,117,144,64685,12,0,5,2,681077
CM44,0,0,0,0,0,0,0,0,0,0,2,11,2,0,0,0,0,0,0,0,0
CN77,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Cobetia,0,0,0,0,0,0,0,0,0,13220,0,0,0,0,0,0,0,0,0,0,0
Coccinimonas,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
Coccinistipes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
